status;invitation;relevance;lurker;recnum;code;itime;Q1;Q3a;Q5a;Q5b;Q5c;Q5d;Q5e;Q5f;Q5g;Q5h;Q5i;Q5j;Q5k;Q5l;Q5m;Q5n;Q5o;Q5p;Q5q;Q5r;Q6a;Q6b;Q6c;Q6d;Q6e;Q6f;Q6g;Q6h;Q6i;Q6j;Q6k;Q6l;Q6m;Q6n;Q6o;Q6p;Q6q;Q6r;Q7a;Q7b;Q7c;Q7d;Q7e;Q7f;Q8a;Q8b;Q8c;Q8d;Q8e;Q8f;Q9a;Q9b;Q9c;Q9d;Q10a;Q10b;Q10c;Q11a;Q11b;Q11c;Q11d;Q11e;Q11f;Q11g;Q12a;Q12b;Q12c;Q12d;Q13a;Q13b;Q13c;Q13d;Q13e;Q13f;Q13g;Q13h;Q13i;Q13j;Q14a;Q14b;Q14c;Q15a;Q17;Q18;Q19;Q20a;Q20b;Q21;Q22;Q23;Q24a;Q24b;V1B3T0;V1B3T1;V1B3T2;Q25;Q26;Q27;Q28a;Q28b;Q29;Q30;Q31;Q32a;Q32b;Q33;Q34;Q35;Q36a;Q36b;V2B2T0;V2B2T1;V2B2T2;Q37;Q38;Q39;Q40a;Q40b;Q41;Q42;Q43;Q44a;Q44b;Q45;Q46;Q47;Q48a;Q48b;V3B3T0;V3B3T1;V3B3T2;Q49;Q50;Q51;Q52a;Q52b;Q53;Q54;Q55;Q56a;Q56b;Q57;Q58;Q59;Q60a;Q60b;V4B1T0;V4B1T1;V4B1T2;Q61;Q62;Q63;Q64a;Q64b;Q65;Q66;Q67;Q68a;Q68b;Q69;Q70;Q71;Q72a;Q72b;V5B2T0;V5B2T1;V5B2T2;Q73;Q74;Q75;Q76a;Q76b;Q77;Q78;Q79;Q80a;Q80b;Q81;Q82;Q83;Q84a;Q84b;V6B1T0;V6B1T1;V6B1T2;Q85;Q86;Q87;Q88a;Q88b;Q89;Q89_3_text;Q90;Q91;Q91_2_text;Q92;Q93;Q94;Q95;Q96;Q97;Q98;random_15124694;random_15125852;random_15125933;random_15125048;random_15125972;random_15126093;random_15126095;random_15126101;random_15126105;random_15119837;random_1333244;random_1333248;random_1333252;random_1333706;random_1333708;random_1333710;random_1333713;random_1333715;random_1333717;random_1333720;random_1333722;random_1333724;random_1333727;random_1333729;random_1333731;random_1333734;random_1333736;random_1333738;t_insert;t_edit;date_0;date_1;date_2;date_3;date_4;date_5;date_6;date_7;date_8;date_9;date_10;date_11;date_12;date_13;date_14;date_15;date_16;date_17;date_18;date_19;date_20;date_21;date_22;Browser;BrowserVersion;OS;Device;Referer;Unsubscribed;Language
5;0;1;0;404;;13.05.2025;1;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;2;3;3;2;2;3;2;2;3;3;2;2;3;2;3;3;3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;16,5,2,14,12,11,10,17,13,18,4,3,9,1,8,6,7,15;5,8,2,12,13,9,11,10,6,15,14,7,3,1,16,4,17,18;4,5,6,2,3,1;4,6,2,5,1,3;;;;;;;;;;;;;V3B2T0;V3B1T0;V3B3T0;;;;;;;;;;13.05.2025 10:34:33;13.05.2025 10:36:44;13.05.2025 10:34:36;13.05.2025 10:34:39;13.05.2025 10:34:54;13.05.2025 10:35:46;13.05.2025 10:36:44;;;;;;;;;;;;;;;;;;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Edg/136.0.0.0";Edge 0.0;Win10;PC;https://iframe-tasks.yandex/;0;
6;0;1;0;405;;13.05.2025;1;3;4;4;3;5;5;4;3;4;3;5;4;5;4;3;4;4;5;3;2;2;2;1;1;1;3;2;3;1;1;1;1;1;1;2;2;2;1;3;2;4;1;2;2;2;2;4;4;4;4;4;4;4;1;2;2;2;4;2;2;4;2;5;2;4;2;4;5;5;4;3;5;2;3;5;4;3;1;3;5;4;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;87;0;1;7;2;50;30;2;4;3;-2;-1;-2;10;40;2;7;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;-2;31;1;-2;5;5;4;44;5;4;7;15,14,8,18,6,13,3,7,11,2,12,17,16,10,4,5,1,9;10,3,1,6,7,13,12,18,9,4,15,14,11,17,8,5,2,16;2,4,3,1,5,6;3,1,6,5,2,4;4,3,2,1;2,3,1;7,4,3,1,2,5,6;2,4,3,1;3,5,9,1,10,6,7,2,8,4;1,2,3;;;;;;;;;;V4B2T0;V4B3T0;V4B1T1;;;;;;;13.05.2025 10:34:34;13.05.2025 10:47:39;13.05.2025 10:34:36;13.05.2025 10:34:39;13.05.2025 10:34:43;13.05.2025 10:36:06;13.05.2025 10:37:48;13.05.2025 10:38:52;13.05.2025 10:40:36;13.05.2025 10:42:16;13.05.2025 10:43:03;13.05.2025 10:43:11;13.05.2025 10:43:11;;;;;13.05.2025 10:44:12;13.05.2025 10:45:17;13.05.2025 10:46:23;13.05.2025 10:46:23;;;13.05.2025 10:47:33;13.05.2025 10:47:39;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 YaBrowser/24.10.0.0 Safari/537.36";Chrome 128.0;Win10;PC;https://iframe-tasks.yandex/;0;
5;0;1;0;406;;13.05.2025;1;3;5;5;5;5;5;5;5;5;4;5;4;5;4;4;4;5;5;5;3;3;4;3;3;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;4;3;2;4;3;3;4;4;4;2;2;2;3;4;3;3;2;2;2;2;2;2;5;3;4;4;4;4;4;4;4;4;3;4;4;3;3;3;4;5;3;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;80;80;6;3;5;100;100;7;4;7;-2;-1;-2;20;20;2;7;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;38;1;-2;4;2;1;34;3;3;4;2,9,10,1,3,13,14,16,4,7,5,17,6,8,18,12,11,15;6,4,11,8,9,7,2,3,14,18,12,13,1,16,10,5,15,17;6,3,5,1,4,2;6,5,1,4,3,2;4,1,3,2;2,3,1;6,7,4,1,3,5,2;4,1,2,3;8,10,3,1,4,5,7,9,2,6;1,2,3;;;;;;;;;;;;;V5B3T0;V5B1T2;V5B2T1;;;;13.05.2025 10:34:34;13.05.2025 10:46:47;13.05.2025 10:34:39;13.05.2025 10:34:45;13.05.2025 10:34:50;13.05.2025 10:36:09;13.05.2025 10:37:37;13.05.2025 10:39:10;13.05.2025 10:40:24;13.05.2025 10:42:12;13.05.2025 10:43:06;13.05.2025 10:43:20;13.05.2025 10:43:20;;;;;;;13.05.2025 10:44:23;13.05.2025 10:44:55;13.05.2025 10:45:39;13.05.2025 10:45:39;13.05.2025 10:46:47;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36";Chrome 134.0;Win10;PC;https://iframe-tasks.yandex/;0;
6;0;1;0;407;;13.05.2025;1;3;4;5;4;4;4;4;4;4;4;4;5;5;4;4;4;4;4;4;5;5;5;4;4;4;5;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;4;2;4;4;4;4;4;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;50;40;2;2;5;74;21;2;5;4;-1;-2;-2;38;34;4;4;4;2;-2;47;1;-2;3;4;4;24;2;2;3;8,9,16,7,17,6,13,15,1,18,5,4,14,10,3,2,11,12;9,6,15,11,3,5,18,14,4,13,8,2,7,17,1,16,10,12;2,1,5,4,3,6;3,5,4,1,2,6;4,1,2,3;3,1,2;2,7,3,1,5,6,4;3,4,1,2;6,5,10,1,2,4,7,8,9,3;1,3,2;;;;;;;;;;;;;;;;V6B3T2;V6B2T1;V6B1T0;13.05.2025 10:34:34;13.05.2025 10:43:27;13.05.2025 10:34:57;13.05.2025 10:35:03;13.05.2025 10:35:12;13.05.2025 10:36:01;13.05.2025 10:36:42;13.05.2025 10:37:22;13.05.2025 10:37:59;13.05.2025 10:38:37;13.05.2025 10:39:20;13.05.2025 10:39:27;13.05.2025 10:39:27;;;;;;;;;13.05.2025 10:40:43;13.05.2025 10:41:29;13.05.2025 10:43:11;13.05.2025 10:43:27;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36";Chrome 135.0;Win10;PC;https://iframe-tasks.yandex/;0;
6;0;1;0;408;;13.05.2025;1;3;4;4;4;4;4;4;4;4;3;4;4;4;3;4;4;2;4;2;4;3;4;3;3;3;3;2;4;4;4;4;2;3;3;2;2;2;2;2;2;2;3;2;2;2;2;3;4;4;4;3;4;3;4;4;3;3;3;3;3;3;3;5;2;2;2;2;2;2;2;2;2;2;2;2;2;3;4;4;4;3;81;82;6;2;6;77;0;1;7;1;-2;-2;-1;73;15;2;5;3;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;-2;41;1;-2;3;3;3;22;4;4;7;1,17,11,2,14,7,3,5,6,4,16,13,8,9,12,18,15,10;6,10,3,18,14,16,12,11,8,15,7,5,2,17,9,4,1,13;5,4,1,6,3,2;2,5,3,1,6,4;1,4,3,2;1,3,2;2,1,4,5,7,3,6;1,4,3,2;5,3,8,4,10,9,6,1,2,7;2,1,3;V1B1T2;V1B2T0;V1B3T2;;;;;;;;;;;;;;;;13.05.2025 10:34:34;13.05.2025 10:47:27;13.05.2025 10:34:39;13.05.2025 10:35:00;13.05.2025 10:35:06;13.05.2025 10:37:52;13.05.2025 10:39:13;13.05.2025 10:40:18;13.05.2025 10:41:30;13.05.2025 10:42:14;13.05.2025 10:42:52;13.05.2025 10:44:08;13.05.2025 10:45:11;13.05.2025 10:46:29;13.05.2025 10:46:29;;;;;;;;;13.05.2025 10:47:20;13.05.2025 10:47:27;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 OPR/118.0.0.0 (Edition Yx 05)";Chrome 133.0;Win10;PC;https://iframe-tasks.yandex/;0;
6;0;1;0;409;;13.05.2025;1;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;2;4;4;3;1;2;3;3;3;3;2;3;3;3;1;1;4;2;1;3;3;4;3;5;3;5;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;84;97;4;5;4;100;84;4;4;4;-1;-2;-2;85;86;4;4;4;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;52;1;-2;3;4;3;70;4;3;6;17,10,9,1,5,8,11,6,4,16,12,14,13,18,2,15,3,7;16,14,2,7,4,13,18,1,8,12,15,10,3,5,9,6,17,11;2,3,4,5,6,1;4,1,6,5,3,2;1,4,3,2;2,3,1;4,7,5,3,2,6,1;3,1,2,4;8,1,10,4,7,9,5,6,2,3;1,2,3;;;;V2B1T1;V2B3T0;V2B2T0;;;;;;;;;;;;;13.05.2025 10:34:35;13.05.2025 10:44:03;13.05.2025 10:34:38;13.05.2025 10:34:40;13.05.2025 10:34:46;13.05.2025 10:35:29;13.05.2025 10:36:14;13.05.2025 10:37:54;13.05.2025 10:39:33;13.05.2025 10:40:20;13.05.2025 10:40:46;13.05.2025 10:40:55;13.05.2025 10:40:55;13.05.2025 10:42:28;13.05.2025 10:42:45;13.05.2025 10:42:58;13.05.2025 10:42:58;;;;;;;13.05.2025 10:43:55;13.05.2025 10:44:03;"Mozilla/5.0 (Linux; arm_64; Android 13; Infinix X6836) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.107 YaBrowser/25.4.2.107.00 SA/3 Mobile Safari/537.36";Chrome 134.0;Android;Phone;https://iframe-tasks.yandex/;0;
5;0;1;0;410;;13.05.2025;1;3;1;1;1;3;2;3;1;2;1;3;3;3;4;4;1;3;1;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;11,8,16,10,18,2,3,15,13,9,14,12,7,1,4,5,6,17;10,13,8,15,18,3,1,9,6,2,4,12,14,11,17,16,5,7;;;;;;;;;;;;;;;V3B2T1;V3B1T0;V3B3T0;;;;;;;;;;13.05.2025 10:34:35;13.05.2025 10:37:04;13.05.2025 10:34:37;13.05.2025 10:34:40;13.05.2025 10:34:53;13.05.2025 10:37:04;;;;;;;;;;;;;;;;;;;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36";Chrome 134.0;Win10;PC;https://iframe-tasks.yandex/;0;
5;0;1;0;411;;13.05.2025;1;3;4;4;4;4;4;5;5;4;4;4;4;4;3;5;4;3;4;5;5;5;5;5;4;5;4;4;5;4;4;5;5;4;4;5;5;4;5;4;4;4;4;2;5;5;5;4;5;5;4;4;5;4;5;5;5;4;5;5;4;5;4;5;4;5;4;4;5;4;4;4;4;4;4;5;3;3;4;5;4;4;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;68;35;6;6;5;68;35;6;7;6;-2;-2;-1;73;62;6;7;5;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;37;1;-2;3;3;1;33;4;2;3;10,16,13,4,6,14,15,5,9,8,7,1,17,11,3,18,12,2;7,2,6,3,8,18,13,16,4,17,1,10,14,11,9,12,5,15;1,3,2,4,6,5;2,5,4,1,6,3;3,4,2,1;3,2,1;2,4,3,5,1,6,7;1,2,4,3;1,2,6,8,4,7,3,9,10,5;2,3,1;;;;;;;;;;V4B2T0;V4B3T0;V4B1T2;;;;;;;13.05.2025 10:34:36;13.05.2025 10:39:46;13.05.2025 10:34:43;13.05.2025 10:34:49;13.05.2025 10:34:55;13.05.2025 10:35:29;13.05.2025 10:36:00;13.05.2025 10:36:32;13.05.2025 10:37:03;13.05.2025 10:37:36;13.05.2025 10:37:46;13.05.2025 10:37:49;13.05.2025 10:37:49;;;;;13.05.2025 10:38:13;13.05.2025 10:38:34;13.05.2025 10:38:56;13.05.2025 10:38:56;;;13.05.2025 10:39:46;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36";Chrome 134.0;Win10;PC;https://iframe-tasks.yandex/;0;
4;0;0;1;412;;13.05.2025;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.05.2025 10:34:36;13.05.2025 10:34:40;13.05.2025 10:34:40;;;;;;;;;;;;;;;;;;;;;;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36";Chrome 134.0;Win10;PC;https://iframe-tasks.yandex/;0;
5;0;1;0;413;;13.05.2025;1;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;14,1,9,15,16,7,6,13,10,12,2,4,8,18,11,5,3,17;18,6,7,8,12,10,5,15,17,1,9,16,3,14,13,4,2,11;;;;;;;;;;;;;;;;;;;;;;;;V6B3T2;V6B2T0;V6B1T2;13.05.2025 10:34:36;13.05.2025 10:43:24;13.05.2025 10:42:33;13.05.2025 10:42:41;13.05.2025 10:42:45;13.05.2025 10:43:24;;;;;;;;;;;;;;;;;;;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36";Chrome 134.0;Win10;PC;https://iframe-tasks.yandex/;0;
5;0;1;0;414;;13.05.2025;1;3;4;5;5;5;5;4;4;5;5;4;5;4;4;5;5;4;5;5;5;4;5;5;5;4;5;5;5;4;5;5;4;4;4;5;4;5;5;4;3;4;4;2;5;5;5;5;5;5;4;4;4;4;5;5;5;5;5;5;5;5;5;5;4;3;4;4;4;3;5;5;5;5;5;5;5;3;5;2;5;4;67;71;5;5;4;79;79;3;6;5;-2;-1;-2;81;63;6;7;6;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;20;1;-2;3;4;4;77;4;2;1;15,1,12,16,7,14,10,6,13,8,18,11,2,5,17,3,4,9;11,17,2,6,12,5,8,1,7,9,13,10,14,15,4,16,3,18;5,3,6,2,4,1;4,1,3,5,2,6;4,1,3,2;1,2,3;1,7,4,3,5,6,2;4,1,3,2;6,5,3,9,4,1,2,10,8,7;2,1,3;V1B1T2;V1B2T0;V1B3T1;;;;;;;;;;;;;;;;13.05.2025 10:34:37;13.05.2025 10:38:00;13.05.2025 10:34:45;13.05.2025 10:34:48;13.05.2025 10:34:53;13.05.2025 10:35:19;13.05.2025 10:35:40;13.05.2025 10:36:01;13.05.2025 10:36:19;13.05.2025 10:36:48;13.05.2025 10:37:00;13.05.2025 10:37:18;13.05.2025 10:37:28;13.05.2025 10:37:37;13.05.2025 10:37:37;;;;;;;;;13.05.2025 10:38:00;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 YaBrowser/25.2.0.0 Safari/537.36";Chrome 132.0;Win10;PC;https://iframe-tasks.yandex/;0;
5;0;1;0;415;;13.05.2025;1;3;4;4;3;4;4;4;3;2;2;2;2;2;3;3;2;3;3;2;4;4;4;4;4;4;3;2;2;3;3;2;3;3;2;2;2;2;2;2;2;1;1;2;3;3;3;4;4;4;2;2;2;2;2;2;2;1;1;1;2;2;2;5;3;2;4;2;2;2;2;2;2;1;2;2;1;3;3;3;3;3;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;6,2,12,10,3,5,7,14,9,15,8,1,17,13,4,16,18,11;8,10,9,16,18,12,17,2,4,11,15,1,7,6,14,5,3,13;4,3,5,2,1,6;4,3,1,5,6,2;1,2,3,4;3,1,2;3,5,1,6,7,2,4;1,2,4,3;5,7,1,8,9,2,3,10,4,6;2,3,1;;;;V2B1T0;V2B3T1;V2B2T0;;;;;;;;;;;;;13.05.2025 10:34:37;13.05.2025 10:44:50;13.05.2025 10:34:44;13.05.2025 10:34:47;13.05.2025 10:34:58;13.05.2025 10:36:35;13.05.2025 10:37:49;13.05.2025 10:38:55;13.05.2025 10:40:20;13.05.2025 10:42:10;13.05.2025 10:43:06;13.05.2025 10:43:08;13.05.2025 10:44:50;;;;;;;;;;;;;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Mobile Safari/537.36";Chrome 0.0;Android;Phone;0;0;
